,,,,,,,,,,,,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2
Water System ID,Water System Name,Source,County,Action Taken,,Testing Date,Sample Number,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text,Action & No PFAS detected,Action & PFAS detected below State Action Level (SAL),Action & PFAS detected meeting or exceeding State Action Level (SAL),No Action & No PFAS detected,No Action & PFAS detected below State Action Level (SAL),No Action & PFAS detected meeting or exceeding State Action Level (SAL)
20692,WHISKEY HOLLOW 670,1,Pierce,None,,6/26/2022,40304,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,1,Pierce,None,,6/26/2022,40304,(PFOA) PFoctanoic acid,7.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,1,Pierce,None,,6/26/2022,40304,(PFOS) PFoctane sulfonic acid,5.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,9/11/2022,10401,(PFBS) PFbutane sulfonic acid,5.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,9/11/2022,10401,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,9/11/2022,10401,(PFHxS) PFhexane sulfonic acid,1.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,9/11/2022,10401,(PFOA) PFoctanoic acid,5.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,9/11/2022,10401,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,6/4/2023,12701,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,6/4/2023,12701,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,6/4/2023,12701,(PFOA) PFoctanoic acid,4.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,6/4/2023,12701,(PFOS) PFoctane sulfonic acid,3.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,5/12/2024,94007,(PFBS) PFbutane sulfonic acid,6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,5/12/2024,94007,(PFHpA) PFheptanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,5/12/2024,94007,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,5/12/2024,94007,(PFOA) PFoctanoic acid,7.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20692,WHISKEY HOLLOW 670,2,Pierce,None,,5/12/2024,94007,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20788,NAGLER ESTATES WATER USERS ASSN,2,Yakima,None,,9/5/2024,48601,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20788,NAGLER ESTATES WATER USERS ASSN,2,Yakima,None,,9/5/2024,48601,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
20788,NAGLER ESTATES WATER USERS ASSN,2,Yakima,None,,9/5/2024,48601,(PFPeA) PFpentanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFHpA) PFheptanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFHxA) PFhexanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFHxS) PFhexane sulfonic acid,3.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,1/31/2023,7103,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFOA) PFoctanoic acid,7.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFOS) PFoctane sulfonic acid,15.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,2,Spokane,None,,1/31/2023,7101,(PFOS) PFoctane sulfonic acid,3.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,1/31/2023,7103,(PFOS) PFoctane sulfonic acid,3.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,1/31/2023,7102,(PFPeA) PFpentanoic acid,3.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,2,Spokane,None,,4/16/2024,78501,(PFBS) PFbutane sulfonic acid,2.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,4/16/2024,78502,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,4/16/2024,78503,(PFBS) PFbutane sulfonic acid,2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,2,Spokane,None,,4/16/2024,78501,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,4/16/2024,78502,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,4/16/2024,78503,(PFHxA) PFhexanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,2,Spokane,None,,4/16/2024,78501,(PFOA) PFoctanoic acid,2.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,4/16/2024,78502,(PFOA) PFoctanoic acid,3.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,4/16/2024,78503,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,4/16/2024,78503,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,2,Spokane,None,,4/16/2024,78501,(PFOS) PFoctane sulfonic acid,5.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,4/16/2024,78502,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,1,Spokane,None,,4/16/2024,78503,(PFPeA) PFpentanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,2,Spokane,None,,4/16/2024,78501,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
21650,EAST SPOKANE WATER DIST 1,11,Spokane,None,,4/16/2024,78502,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,11/29/2023,2311,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,11/29/2023,2311,(PFHxA) PFhexanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,11/29/2023,2311,(PFOA) PFoctanoic acid,4.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,11/29/2023,2311,(PFOS) PFoctane sulfonic acid,4.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,7/19/2024,6401,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,7/19/2024,6401,(PFHxA) PFhexanoic acid,5.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,7/19/2024,6401,(PFOA) PFoctanoic acid,5.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,7/19/2024,6401,(PFOS) PFoctane sulfonic acid,7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,7/19/2024,6401,(PFPeA) PFpentanoic acid,5.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,12/2/2024,20001,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,12/2/2024,20001,(PFHxA) PFhexanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,12/2/2024,20001,(PFOA) PFoctanoic acid,4.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,12/2/2024,20001,(PFOS) PFoctane sulfonic acid,6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
22916,SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,None,,12/2/2024,20001,(PFPeA) PFpentanoic acid,4.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFBA) PFbutanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFHpA) PFheptanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFHxA) PFhexanoic acid,5.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFOA) PFoctanoic acid,6.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFOS) PFoctane sulfonic acid,7.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,3/22/2022,50510,(PFPeA) PFpentanoic acid,5.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,8/7/2023,87821,(PFBS) PFbutane sulfonic acid,4.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,8/7/2023,87821,(PFHxA) PFhexanoic acid,4.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,8/7/2023,87821,(PFOA) PFoctanoic acid,6.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,8/7/2023,87821,(PFOS) PFoctane sulfonic acid,6.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,8/7/2023,87821,(PFPeA) PFpentanoic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,9/19/2023,38241,(PFBA) PFbutanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,9/19/2023,38241,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,9/19/2023,38241,(PFHxA) PFhexanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,9/19/2023,38241,(PFOA) PFoctanoic acid,4.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,9/19/2023,38241,(PFOS) PFoctane sulfonic acid,6.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,9/19/2023,38241,(PFPeA) PFpentanoic acid,3.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,11/27/2023,30121,(PFBS) PFbutane sulfonic acid,4.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,11/27/2023,30121,(PFHxA) PFhexanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,11/27/2023,30121,(PFOA) PFoctanoic acid,5.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,11/27/2023,30121,(PFOS) PFoctane sulfonic acid,6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,11/27/2023,30121,(PFPeA) PFpentanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,2/19/2024,43181,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,2/19/2024,43181,(PFHpA) PFheptanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,2/19/2024,43181,(PFHxA) PFhexanoic acid,5.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,2/19/2024,43181,(PFOA) PFoctanoic acid,5.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,2/19/2024,43181,(PFOS) PFoctane sulfonic acid,6.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23380,ENCHANTED FIRS MOBILE ESTATES,1,Pierce,None,,2/19/2024,43181,(PFPeA) PFpentanoic acid,5.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,1,Kitsap,None,,12/8/2022,15657,(PFBS) PFbutane sulfonic acid,3.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,2,Kitsap,None,,12/8/2022,15657,(PFBS) PFbutane sulfonic acid,3.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,1,Kitsap,None,,12/8/2022,15657,(PFHxS) PFhexane sulfonic acid,2.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,2,Kitsap,None,,12/8/2022,15657,(PFHxS) PFhexane sulfonic acid,2.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,1,Kitsap,None,,12/8/2022,15657,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,2,Kitsap,None,,12/8/2022,15657,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,1,Kitsap,None,,2/28/2023,99921,(PFBS) PFbutane sulfonic acid,3.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,2,Kitsap,None,,2/28/2023,99921,(PFBS) PFbutane sulfonic acid,3.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,1,Kitsap,None,,2/28/2023,99921,(PFHxS) PFhexane sulfonic acid,2.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,2,Kitsap,None,,2/28/2023,99921,(PFHxS) PFhexane sulfonic acid,2.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,1,Kitsap,None,,2/28/2023,99921,(PFOA) PFoctanoic acid,2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,2,Kitsap,None,,2/28/2023,99921,(PFOA) PFoctanoic acid,2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,3,Kitsap,None,,8/7/2023,86181,(PFBS) PFbutane sulfonic acid,3.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,3,Kitsap,None,,8/7/2023,86181,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,3,Kitsap,None,,8/7/2023,86181,(PFOA) PFoctanoic acid,2.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,3,Kitsap,None,,3/19/2024,81701,(PFBS) PFbutane sulfonic acid,3.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,3,Kitsap,None,,3/19/2024,81701,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
23994,HOOT RIDGE,3,Kitsap,None,,3/19/2024,81701,(PFOA) PFoctanoic acid,2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,6/18/2023,13122,(PFBS) PFbutane sulfonic acid,3.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,6/18/2023,13122,(PFHxA) PFhexanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,6/18/2023,13122,(PFHxS) PFhexane sulfonic acid,23ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,6/18/2023,13122,(PFOS) PFoctane sulfonic acid,2.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,6/18/2023,13122,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,6/18/2023,13122,(PFPeS) PFpentanesulfonic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,4/22/2024,72601,(PFHxS) PFhexane sulfonic acid,12.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,9/11/2024,56001,(PFBS) PFbutane sulfonic acid,6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,9/11/2024,56001,(PFHxA) PFhexanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,9/11/2024,56001,(PFHxS) PFhexane sulfonic acid,28.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,9/11/2024,56001,(PFOS) PFoctane sulfonic acid,3.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,9/11/2024,56001,(PFPeA) PFpentanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24165,EVERGREEN SKY RANCH COMMUNITY WTR,2,King,None,,9/11/2024,56001,(PFPeS) PFpentanesulfonic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,6,Spokane,None,,12/27/2023,1301,(PFBS) PFbutane sulfonic acid,0.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,1303,(PFBS) PFbutane sulfonic acid,1.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,6,Spokane,None,,12/27/2023,1301,(PFHpA) PFheptanoic acid,1.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,1303,(PFHxA) PFhexanoic acid,1.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,6,Spokane,None,,12/27/2023,1301,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,1303,(PFHxS) PFhexane sulfonic acid,14.9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,68013,(PFHxS) PFhexane sulfonic acid,14.9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,6,Spokane,None,,12/27/2023,1301,(PFHxS) PFhexane sulfonic acid,6.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,1303,(PFOA) PFoctanoic acid,1.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,6,Spokane,None,,12/27/2023,1301,(PFOA) PFoctanoic acid,1.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,1303,(PFOS) PFoctane sulfonic acid,4.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,12/27/2023,68013,(PFOS) PFoctane sulfonic acid,4.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,3/4/2024,8402,(PFBS) PFbutane sulfonic acid,3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,3/4/2024,8402,(PFHxS) PFhexane sulfonic acid,15ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,6,Spokane,None,,3/4/2024,8401,(PFHxS) PFhexane sulfonic acid,4.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
24350,FAIRCHILD AIR FORCE BASE,1,Spokane,None,,3/4/2024,8402,(PFOS) PFoctane sulfonic acid,5.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
